"startupName","description","WebsiteLink"
"HAGELSON","Hagelson atık ve fire halıların geri dönüşümü üzerine çalışan bir polimer teknolojileri firmasıdır. Polimer mühendislerinden oluşan genç ve dinamik bir kadroya sahipler. 2016 yılından bu yana üzerinde çalıştıkları teknolojiyi TÜBİTAK, KOSGEB ve çeşitli kurumlardan aldıkları hibeler ile geliştirdiler ve ticari prototipini tamamladılar. Yalova’da kiraladıkları tesise ticari prototipini kuran ekip işi bir tık ileri taşıyarak, projeyi hayata geçirdi bile. Oteller, kurumsal binalar gibi yerlerden çıkan atık halıları veya fabrikalarda oluşan fire halıları toplayıp, bunları çöp olmak veya yalıtım malzemesi, keçe yapımı gibi tekrar geri dönüşemeyecek ürünler haline getirmek yerine, bu atıklardan yeniden kullanılabilir plastik hammadde üreterek güzel bir ileri geri dönüşüm örneği göstermektedirler. Üretilen plastiklerin özellikle otomotiv plastik enjeksiyon üretim parçalarına hammadde olarak oldukça uygun olması, ekibi otomotiv sektörüne yönelik ürünler üretmeye yöneltmiş durumda. Ürünlerinde iddialı olan ekip, %99 saflıkta, %95 uyumlu, maliyetleri azaltan, kaliteli, sürekli ve sürdürülebilirlik avantajlarını müşterilerine sunmaktadır. Türkiye’de yılda 240.000 ton atık halının olduğu ve bunun toplam ülke atığının %1’ine tekabül ettiğini belirten ekip, daha fazla atık halıya ulaşıp, hem çöp alanlarını azaltmak, hem bu atıklardan ülkemize ekonomik bir değer yaratmak, hem otomotiv plastik sanayisine yeni bir hammadde kaynağı sunmak, hem de çevreci faaliyetler ile geleceğimizin çocuklarına daha iyi bir dünya bırakmak hedefindeler. Öyle ki Hagelson 1 ton halı geri dönüştürdüğünde 32 ton su kirlenmekten kurtuluyor, 2500 kg zehirli gazın salınımı engelleniyor ve daha birçok çevresel fayda sağlanıyor.","https://itucekirdek.com/portfolio_page/hagelson/"
"FIRE-STOPPER","Türkiye’nin ilk endüstriyel simbiyoz örneklerinden olan FIRE-STOPPER, yerli maden atıkları kullanarak, yeşil yöntemle yangın önleyici malzemeler üretmektedir.","https://fire-stopper.blog/"
"kazayaptim.com","Kaza anında canlı ve dijital destek vererek sürecin yönetilmesine yardımcı oluruz. Hasar anında, ihtiyaç doğrultusunda çekici ve transfer desteği sağlıyoruz. Geliştirdiğimiz yazılımımızla kurumsal ve bireysel kullanıcıların araç yönetimlerini dijitalde yapabilmesini sağlıyoruz. Anlaşmalı acentelerimiz sayesinde en uygun poliçeleri tek bir tık ile üyelerimize sunuyoruz. Anlaşmalı servislerimiz ile ise gerek hasar durumunda gerek mekanik bakımlarında bizim güvencemiz ve en uygun fiyat garantisiyle üyelerimizin hizmet almalarını sağlarken, yazılım sistemimiz sayesinde de servis sürecini telefondan takip edebilme imkanı sağlıyoruz. Bir diğer hizmetimiz de, hasarlı araçları değerinden nakit olarak satın almak. Verdiğimiz bu hedef kitlemiz gerçek ve tüzel araç sahipleri olmak üzere hedef pazarımız tüm Türkiye’dir. Hedefimiz ülke genelinde üye sayımızı en üst düzeye taşımaktır.","http://www.kazayaptim.com/"
"ENWAIR"," 2015 yılı itibariyle faaliyete başlayan Enwair , enerji sektöründe hizmet vermektedir. Bu proje kapsamında elektrikli araçlar için yüksek kapasiteye sahip silisyum bazlı anotların geliştirilmesi amaçlanmıştır. Enwair, Türkiye’de ve dünyada ticari olarak ilk kez piyasa sürülen, silikon bazlı anot elektrot ürünü ile pazarda yerini almıştır.  Uzman kadrosu, yüksek lisans ve doktora eğitimleri, enerji üretimi, enerji depolama ve enerji malzemeleri üzerine olan, günümüz dinamiklerine yatkın ve yetkin genç mühendisler ve teknisyenlerden oluşmaktadır.  Enwair, İTÜ Çekirdek BIG BANG 2015’te 70 bin TL OİB Özel Ödülü, 30 bin TL Monitise Özel Ödülü kazanmıştır.","https://itucekirdek.com/portfolio_page/enwair/"
"TOYJİ","Cem Nahit Köne, Rahim Öner ve Can Soylu önderliğindeki Toyji projesi, hem ekranların ve teknolojik cihazların önünde çok fazla vakit geçiren küçük çocukların dilsel, sosyal ve kavramsal yeteneklerini geliştirmeyi hem de aile içi iletişim kopukluklarını gidermeyi amaçlıyor. Android ve iOS tabletlerle uyumlu bir şekilde çalışan Toyji, basit olarak küçük bir panelin üzerinde oynattığınız oyuncakların eşzamanlı olarak ekranda hareket etmesiyle çalışıyor. Herhangi bir klavye, kontrol cihazı ya da dokunmatik ekran bulunmuyor. Bu oyunlar esnasında çocuklara sağlık, hijyen, beslenme alışkanlıkları, bitkiler ve hayvanlar, müzik, trafik kuralları ve sayı sayma gibi konularda hem eğitici hem de eğlendirici dersler veriyor. Toyji’nin bir diğer güzelliği de oyuncağı ailenin yemek yeme ve uyuma saatlerine göre ayarlayabilmeniz. Böylece ufaklığın yatma ya da diş fırçalama vakti geldiğince ekrandaki karakterler çocukları buna teşvik edecek şeyler söylüyor ve yapıyorlar. Ek olarak, çocuğunuz belirli bir alana yatkınlık gösterdiğinde program sizi bu konuda bilgilendiriyor. Örneğin itfaiyeye özel bir ilgi gösterirse size onu bir itfaiye binası gezisine çıkarmaya teşvik ediyor. Toyji şu sıralar Kickstarter üzerinden bağış topluyor. Büyük ilgiyle karşılanan proje sadece dört gün içerisinde 15.000 dolargibi hatırı sayılır bir rakam toplamış durumda. Toyji’ye, 3 figüre ve bir oyuna sahip olabilmek için ödenmesi gereken rakamsa 89 dolar, ki bu rakam normal satış fiyatının çok altında (200 $). Dilerseniz gece lambası olarak da kullanılabilen, hatta kendi karakterlerinizi 3D yazıcıyla bastırıp boyayabildiğiniz platformun pek çok ekstra özelliği de bulunuyor.","https://itucekirdek.com/portfolio_page/toyji/"
"Moblobi.com","Moblobi.com; teknoloji ve dijital dünyayı herkes için daha “anlaşılır” hale getiren bir içerik sitesidir. Teknik ve teorik bilgiden uzak; sadece fayda odaklı içerikler sunar. Teknoloji ve dijital dünyadaki gelişmeler, yenlikler, ürün, hizmet ve platformlar hakkında insanların günlük hayatlarına değen, kılavuz niteliğinde içerikler yayınlar. Moblobi.com’un özel içerik editörleri teknoloji ve dijital dünyada hakkında anlaşılır, özgün içerikler üretirken; bireyler ve kurumlar da platformda profiller açarak yazar olabiliyorlar. Yazarlar köşelerinde teknoloji ve dijital dünyada bildiklerini paylaşırken; onlara her yazıları için tanıtım, SEO ve editöryel destek sağlanıyor. Böylece bireyler Moblobi.com’da yazar olarak kendilerini tanıtabiliyor ve dijitalde daha görünür olabiliyor. Moblobi.com’da kurumlar da özel profiller açabiliyor; teknoloji ve dijital odaklı ürün, hizmet, platformlarına yönelik kılavuzlar oluşturabiliyor, içerikler sunabiliyorlar. Formlar oluşturup, yeni bir satış kanalı yaratabiliyor. Moblobi.com, kurumlara köşelerinde içerik desteği de sağlıyor. Özel içeriklerini en.moblobi.com ingilizce sitesi ile dünyaya açan Moblobi.com; farklı dillerde içeriklerini sunarak globalde de büyümeye devam ediyor.","www.moblobi.com"
"ABİDOS"," Abidos Bilişim Teknolojileri tarafından geliştirilen ve “Taksi Rehberi” adı verilen uygulama, taksi duraklarının teknolojinin tüm imkânlarından faydalanarak daha kazançlı, daha kaliteli, daha ekonomik ve daha güvenli hizmet vermesini sağlıyor. Sistemin kullanılabilmesi için taksilere, uygulamanın yüklü olduğu, GSM ve GPS desteği olan bir tablet bilgisayar, duraklara ise internet bağlantısı olan bir bilgisayar yeterli oluyor.","https://itucekirdek.com/portfolio_page/abidos/"
"","Müşteri, cep telefonundan taksi rehberini indiriyor. Taksi rehberinden taksi ihtiyacı olduğu zaman taksi çağır butonuna basıyor. Müsait durumda bulunan taksi şoförü, “yeni müşteriniz var” butonuyla müşterinin çağrısını onayladığı zaman adresi, telefonu ve konumu tablet cihazda görünüyor. Aynı zamanda müşterinin telefonunda gelen aracın plakası, şoför adı, araç modeli ve konumu görünüyor. Cihaz navigasyon özellikleri de taşıdığı için Müşterinin konumunu gösterme ve en kısa güzergâhı belirleme imkânı sağlıyor. Müşteri de taksi de adım adım birbirinin konumunu izleyebiliyor. Böylece adres bulamama, gereksiz bekleme, zaman kaybı ve benzin israfı yaşanmıyor. Yolculuk bittiğinde müşteri dilerse memnuniyet derecesini uygulamaya işleyebiliyor.",""
"NEPTUNE","NepTune, yapay zeka destekli, çocukların çeşitli enstrümanları eğlenceli ve etkileşimli bir şekilde öğrenmelerini sağlayan, oyunlaştırılmış müzik eğitim uygulamasıdır.","https://neptuneforkids.com"
"GEEN","GeenOS (Geen Operating System), hücreler için yeni nesil bir işletim sistemidir. Günümüzde, gen eklemek, gen çıkarmak, sentetik hücresel ürünleri üretmek gibi genetik mühendisliği uygulamaları çok sayıda sarf malzemesi, karmaşık ve çok pahalı cihazlar ve yüksek miktarda iş gücü gerektirmektedir. Geliştirilecek işletim sistemi ile donatılmış hücrelerle genetik mühendisliği uygulamalarını evinizin mutfağında bile yapabilecek duruma getirecektir. GeenOS içeren hücreler satın alındıktan sonra bu hücrelerle birlikte kullanacağınız GeenEX kiti ile istediğiniz geni ekleyip, çıkarabilir ayrıca istediğiniz anda hücreyi ürün üretimine programlayabilirsiniz","https://www.geenbio.com"
"EASYPACK AI","Güvenlik anlayışına yüksek teknolojileri ile yeni bir soluk kazandıran Eyedius; görüntüleri “otomatik anlamlandırma teknolojileri” ile akıllı güvenlik çözümleri sunan bir yüksek teknoloji firmasıdır. Özellikle toplu yaşamın hakim olduğu konut-site gibi yaşam alanlarının yanı sıra inşaat sahaları, oteller, iş merkezleri, bankalar, üretim tesisleri gibi her tarzdan ve her sektörden faaliyet gösteren işletmelere özel farklı ürünleri ile ihtiyaca uygun hizmet sunuyor.","https://easypack.ai"
"Gordion Game","Gordion Game, Dünyanın ilk ve tek Artırılmış Gerçeklik(AR) tabanlı FRP oyun platformudur. Dünya’nın her yerinden masaüstü oyun tutkunlarını bir araya getirip, sunduğu AR maske ve filtreleriyle oynadıkları oyunların karakterlerine tamamen bürünmelerini sağlar.","www.gordiongame.com"
"EYEDIUS","Güvenlik anlayışına yüksek teknolojileri ile yeni bir soluk kazandıran Eyedius; görüntüleri “otomatik anlamlandırma teknolojileri” ile akıllı güvenlik çözümleri sunan bir yüksek teknoloji firmasıdır. Özellikle toplu yaşamın hakim olduğu konut-site gibi yaşam alanlarının yanı sıra inşaat sahaları, oteller, iş merkezleri, bankalar, üretim tesisleri gibi her tarzdan ve her sektörden faaliyet gösteren işletmelere özel farklı ürünleri ile ihtiyaca uygun hizmet sunuyor. MEVCUT KAMERA SİSTEMİNE ENTEGRE EDİLEBİLİR: Eyedius, kullanıcının mevcut kameralarına entegre olarak, sistemi akıllı hale getirir ve bulunduğu ortamı 360 derece korur. SÜREKLİ DURUM BİLGİLENDİRMESİ YAPAR: Kullanıcısını daima tehlikeli durumlar hakkında akıllı uyarılarla bilgilendirir. SENARYOLAR OLUŞTURUR: Kullanıcı dostu arayüzü ile her kullanıcının kendine özel senaryoları kolaylıkla oluşturulmasına imkan vererek, erken uyarı sistemini devreye sokar.","https://itucekirdek.com/portfolio_page/eyedius/"
"TheClico","TheClico markalar hakkında gelen müşteri geri bildirimlerini anlık olarak bir dashboard arayüzüne toplayan ve müşteri geri bildirimlerini Doğal Dil İşleme modelleriyle analiz ederek markalara sunan uçtan uca bir online itibar yönetim modelidir. TheClico B2B çözüm olarak, firmalara yüzlerce web platformundan haklarındaki geri bildirim, yorum, şikayet ve değerlendirmelerin anlık olarak tek bir noktadan takip edilmesini sağlamaktadır. Bu sayede firma yöneticileri/ilgili personel, işletmeye gelen geri bildirimleri anlık olarak takip edebilir, doğal dil işleme ile analiz edilen yorumların duygu durumunu, kök neden ilişkisini vb. analizleri gözlemleyerek anlık çözüm üretme imkanı yakalamaktadırlar. Ayrıca makine öğrenmesi modelleri ile işletmelere özel hazırlanan kullanıcı kayıp analizleri, öngörü sistemi, aylık ve haftalık raporlar sayesinde mevcut durumu gözlemleyip, geleceğe yönelik hizmet iyileştirmesi yapabilmektedir. Başlangıç aşamasında pazara Türkçe Doğal Dil İşleme ile çalışmaları ile katılım gösterilse de ürün ticarileştikten sonraki 1.yıldan itibaren İngilizce ve Arapça dil desteği üzerine faaliyetler geliştirilecek ve global pazara doğru büyüme gösterilecektir. Müşteri memnuniyetine önem veren, dijital dönüşüme yatkın, müşteri geri bildirimlerini doğru yorumlayarak hızlı aksiyonlar almak isteyen markaları hedeflemekteyiz.","https://the-clico.com/"
"HYGGEFOOD COMPANY","Yoğun tempo içinde çalışan insanlar yemek yeme deneyimlerini daha kaliteli ve sağlıklı hale getirmek istiyor. Hyggefood Company ürünleri içeriğindeki yüksek besin değerleri ile tüketiciye yeni nesil akıllı gıdalar sunuyor. Hayvansal ürünlerin yerine geçebilecek birer alternatif olma fikri ile ortaya çıkan yeni nesil akıllı gıdalar, birçok tüketici tarafından öncelikli gıda ürünleri olarak görünüyor. Beslenmede önemli bir yer tutan et, tavuk, süt ve süt ürünleri, balık ve balık ürünleri bugün birçok tüketici tarafından tedirginlik ile tüketilmektedir. Sürü sağlığını koruyabilmek için zorunlu olarak uygulanan önleyici hayvan sağlığı çözümleri ne yazık ki insan sağlığını olumsuz etkilemektedir. Bugün üretimhane yetiştirilen bir hayvanın tükettiği ilaç miktarı birçok insanın tükettiğinden fazladır. İnsanların besin ihtiyaçlarını karşılamak için üretilmesi gereken gıdaların, sürdürülebilir olduğu kadar sağlıklı olması gerekli. Hyggefood Company Türkiye’de bu açığı kapatacak bitkisel kaynaklı, sürdürülebilir ve besin değeri yüksek yeni nesil gıdalar üreten ilk Türk girişim şirketi. Türkiye’nin topraklarında yetişen binlerce özel bitkinin, tohumun içeriklerini gıda teknoloji ile birleştirerek yeni nesil gıdalar üretiyor. Hyggefood Company’nin ilk ürünü Hyggefisk, bitkisel mikrobesinler ile üretilen yeni nesil havyar. İçeriğinde 13 vitamin, 9 mineral, L-carnitne ve KoenzimQ10 var. Sürdürülebilir, besin değeri yüksek bir gıda ürünü olan Hyggefisk ile katma değeri yüksek tabaklar yaratılabiliniyor. Kullanım kolaylığı ile hyggefisk; otel ve restoranlarda herhangi bir ön pişirmeye ihtiyaç duymadan, kısa sürede tabakları üç yıldızdan beş yıldıza taşıyor. İçeriğindeki yüksek besin değeri ve havyar vizyonu ile; yemek yeme deneyimini en üst noktada yaşatan hyggefisk müşterilerin işletmeden beklediği değere önder oluyor. Ayrıca hem işletme sahibinin uygun fiyata ve istediği vakit havyar bulabilmesini kolaylaştırıyor hem de şeflerin işlerini kolaylaştırıyor. Gastronomi dünyasının hızına ve müşterilerin beklentilerine bu kadar yakın olmak ancak bir girişimci gıda şirketi tarafından tasarlanabilir. Hyggefood Company yemek yeme deneyimlerinde insanların en yüksek sağlıklı faydayı sağlamalarını ve yedikleri her lokmadan keyif alabilmeleri sağlamak için gece gündüz çalışıyor.","http://www.hyggefisk.com/"
"NATİVİA TEKNOLOJİ","Hologram teknolojileri ve yapay zeka tabanlı dijital insan çözümleriyle müşteri etkileşimini yeniden tanımlıyoruz.","www.nativiatech.com"
"intenseye","Intenseye, derin öğrenme tabanlı yapay zeka teknolojisi ile eşsiz ve detaylı video analizi sunmayı başarıyor. Her türlü video kaynağı üzerine çalışma özelliğini kullanarak, güvenlik ihlali yapmadan detaylı yaş, cinsiyet, vücut duruş ve duygu değişim analizi yapabiliyor. Kameraları daha zeki hale getirerek sunduğu analizler ile veriye dayalı karar almanın öncü platformlarından olmayı hedefleyen Intenseye, akıllı şehirler, perakende mağaza ve müşteri analizi, ulaşım, trafik izleme ve eğitim sektörlerine çözüm sunuyor.","https://intenseye.com/"
"FilameX"," FilameX, üç boyutlu(3B) yazıcıların sarf malzemeleri olan filamentleri, atık plastiklerden geri dönüştürerek ürettirmeyi hedefleyen bir girişimdir. Girişimin ilk ürünü olan FilameX – Mini Filament Makinesi ile atık plastiklerinizi geri dönüştürüp 3B yazıcılarda kullanabilir filament haline getirebilirken aynı zamanda ham plastik granüllerden kendi karışımlarınızı oluşturarak istediğiniz özellik ve boyutlarda filament üretebilirsiniz.  FilameX – Mini Filament Makinesi 3 boyutlu yazıcı kullanıcıları başta olmak üzere üretim ile ilgilenen herkesin zevkle kullanabileceği geri dönüşüm odaklı bir üründür.  FilameX – Mini Filament Makinesi günümüzde kullanılan endüstriyel boyutlardaki filament üretim hatlarına kıyasla daha küçük boyutlu, kullanması kolay ve taşınabilirdir. Boyutları ve kullanım kolaylığının sağladığı avantajlar ile ev ya da ofis gibi alanlarda rahatlıkla kullanabilmektedir.","https://www.3dfilamex.com/"
"DATASANCE","Datasance, verinin kaynağında anlık ve otonom kararlar üretilebilmesi için Açık Kaynak teknolojiler geliştirir. PoT (Platform of Things) çözümüyle birlikte veri merkezine sıkışmış çevik geliştirme kültürünü ve yapay zekayı, verinin üretildiği uç noktalara taşıyan Kurumsal Açık Kaynak Fog Compute & Digital Twin platformu sağlar. PoT, donanım bağımsız tüm nesne ve uç birimleri akıllandırıp, konteyner tabanlı mikro servis çalıştırabilmesini ve buluta çıkmadan direkt birbirleriyle P2P haberleşmesini sağlar. Digital Twin süreçlerini uç birimlerin üzerine aktarıp daha etkin predictive maintanance uygulamaları geliştirilmesinin önünü açar. Fog Platform yaklaşımı DevOps’tan EdgeOps’a geçişi mümkün kılıyor, ve modern veri odaklı dönüşüm senaryolarının önemli bir parçası olma yolunda ilerliyor. Üretimden enerjiye, finanstan taşımacılığa, akıllı şehirlerden mobiliteye kadar tüm sektörlerde, anlık veri üretiminin yoğun olduğu ve makro saniyelik gecikmelerin bile ciddi kayıplara yol açtığı tüm senaryolarda, Fog Platform yaklaşımı teknolojik evrimimizin yeni trendi olarak pazarda kendine yer edinmeye başladı. Datasance olarak, ürün ve hizmetlerimizi global ölçekte müşteri ve kanal ekosistemiyle buluşturarak, teknoloji ekosisteminin saygı duyulan oyuncularından biri olmayı hedefliyoruz.","http://www.datasance.com/"
"Missafir","Evini kısa / orta vadeli kiraya vermek isteyen veya misafirlerle paylaşmak isteyenlerin uygun adaylar bulabilmesi için hem dijital hem de operasyonel çözümler sunan bir girişim olarak karşımıza çıkan Missafir, ev sahipleri için, evin misafirlere hazırlanma sürecindeki dekoratif dokunuşlardan profesyonel fotoğraf çekimine, dünyada en çok talebi olan 15+ platformda profil oluşturulmasından ilanların üst sıralarda çıkmasını sağlayan arama optimizasyonuna ve kira gelirini maksimize eden dinamik fiyatlandırmaya kadar birçok hizmeti bir arada sunuyor.","www.missafir.com"
"ADLEMA","Endüstriyel üretim hatları için ‘Sızdırmazlık Test’ sistemleri imalatı yapan Adlema, üretim analizi yazılımıyla sektörün en geniş çözümlerini sunuyor.","https://adlema.com/"
"META-LOL","META-LOL, Türkiye’nin ve dünyanın en çok oynanan e-spor oyunu olan League of Legends özelinde içerik üreten e-spor platformudur. Meta’nın oyun dünyasındaki kelime anlamını moda olarak tanımlayabiliriz. LoL de tahmin edeceğiniz üzere League of Legends’ın kısaltılması. Bu bağlamda META-LOL’ü League of Legends’ın modasına ayna tutan bir platform olarak nitelemek yanlış olmayacaktır. Yaratmış olduğumuz içerikler sayesinde kullanıcılarımız, tabiri caizse oyun oynarken ne giymeleri gerektiğine karar veriyor. Diğer tüm moda unsurlarında olduğu gibi League of Legends modasında da değişim değişmeyen tek gerçek. Bu gerçek de bize olan ihtiyacı baki kılan yegane özellik. Kasım 2015’te çalışmalarına başladığımız platform, Mayıs 2015’ten bu yana kesintisiz olarak kullanıcılarına hizmet vermeye devam etmektedir.","https://itucekirdek.com/portfolio_page/meta-lol/"
"Ludens Robo Advisory","Ludens Roboadvisory, kişiye özel bir yatırım yönetimi platformudur. Bu ürün, küçük birikim sahiplerine özel hizmet veren dijital yatırım danışmanıdır. Ülkemizde ve dünyada geleneksel yatırım danışmanlığı ancak yüksek meblağda yatırımları olan kişilerin faydalanabildiği bir hizmet. Ülkemizdeki son istatistiklere göre sadece 150 bin kişinin banka hesabında 1 milyon TL ve üzerinde para var. Küçük tasarruflarını değerlendirmek isteyen çoğunluk için bu hizmet ulaşılabilir değil. Öte yandan, bu küçük yatırımcıların kendi kendilerine yatırım kararı alabilecek finansal bilgi birikimleri yok. Yanlış yönlendirilme ya da hiç yönlendirilmeme neticesinde paraları genellikle enflasyona karşı eriyor. Ludens Roboadvisory, yatırım kararlarında yalnız kalan bu yatırımcılar için çözüm oluşturuyor. Nobel ödüllü bir finansal yönteme dayalı, akıllı bir algoritma ile portföyler oluşturuyor. Bu portföyler tamamen kişiye özel ve dinamik. Kullanıcı bunu dijital ve interaktif bir ortamda deneyimliyor. Portföyün performansını sürekli olarak takip edebiliyor. Portföyler piyasadaki değişimlere göre sürekli dinamik bir şekilde yenileniyor. Ludens Roboadvisory’nin çıkış noktası küçük yatırımcıların ücretsiz yatırım danışmanlığı hizmeti alabilmesi.","https://www.ludens.com.tr/"
"Avokadio","Avokadio kişisel sağlık ve wellness alanında teknolojik çözümler üreten bir girişimdir. Taşınabilir cihazlar ile nefesdeki bazı gazları ( keton,amonyak, hidrojen ve metan ) ölçerek , kullanıcının metabolizma sağlığını ve beslenme alışkanlıklarının etkisini takip etmesine ve veriye dayalı beslenme tavsiyesi almasına olanak sağlamaktadır. Modern çağın en önemli sorunlarından biri olan obezite ve kilo problemlerine çözüm getirmek için nano teknoloji senörler, nesnelerin interneti ( IOT ) ve beslenme bilimini birleştiren girişim, iş geliştirme, teknoloji ve beslenme alanında uzman 3 kurucu ortaktan oluşmaktadır.","avokad.io"
"FORMULATE","FORMulate grubu, polimer kimyacıları ve malzeme mühendislerinden oluşan uluslararası (Almanya-Türkiye) düzeyde altyapıya sahip bir ekiptir. Projemiz sonunda parça başına 2 dakikadan az üretim süresi sağlayan ve bu özelliği ile seri otomotiv üretimine uygun, özel prepreg reçine sistemleri optimize edilecek ve üretilecektir. Bu malzemeler, otomotiv kompozit malzeme üretiminde direkt olarak kullanılabilecek ve ihracatta ülke ekonomisine önemli kazanım sağlayacaktır. Proje sonunda elde edilmesi planlanan ürünler, Türk otomotiv kompozit parça üreticilerinin uluslararası pazardaki yeri ciddi oranda artacaktır. Proje, ön deney asamasinda olup, Nisan 2016’da 180 °C ’de 5 dakikadan az üretime olanak saglayan recine sistemi, su anki durumda 140 °C’ de 1 dakikanin altinda reaksiyona girmektedir. Otomotiv sektörüne özel polimer sistemlerinden elde edilecek olan tecrübe, havacilik, rüzgar ve yapi sanayiine de tasinacaktir. Böylece, FORMulate grubu, Türkiye’nin ilk katma degeri yüksek termoset recinecisi olmayi hedeflemektedir.","https://itucekirdek.com/portfolio_page/formulate/"
